,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
3453,109285,NL007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",124.0,1554.0,438673.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,157,Groningen,N,Robbery,NL,357.89756834817734,282.28635778635777,5.880246823527545,5.642922008857444,1.7227665977411035,4.820281565605037,2020,357.89756834817734,5.6
2712,83324,IT005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,5009.0,1222988.0,T:Total,Y15-24:From 15 to 24 years,8.5,ICCS0401,554,Palermo,M,Robbery,IT,452.9889091307519,244.1581153922939,6.115867642028244,5.497816029325698,2.1400661634962708,4.127134385045092,2020,452.9889091307519,8.5
3477,109792,NL009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,959.0,718842.0,T:Total,Y15-24:From 15 to 24 years,7.4,ICCS0401,349,Arnhem - Nijmegen,N,Robbery,NL,485.5030729979606,749.5745568300313,6.185185617264305,6.619505788018958,2.0014800002101243,4.736198448394496,2014,485.5030729979606,7.4
2580,78684,IT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,5363.0,4342046.0,T:Total,Y15-24:From 15 to 24 years,39.3,ICCS0401,3536,Roma,M,Robbery,IT,814.3626299675315,809.6300578034682,6.702405758161329,6.696577424577554,3.6712245188752153,4.859812404361672,2015,814.3626299675315,39.3
3498,110293,NL012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,1303.0,631423.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,198,Breda,N,Robbery,NL,313.57742749313854,484.5917114351497,5.748046307228581,6.183306704305383,1.1631508098056809,4.867534450455582,2018,313.57742749313854,3.2
3052,94812,IT503M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3448.0,443176.0,T:Total,Y15-24:From 15 to 24 years,2.6,ICCS0401,201,Parma,M,Robbery,IT,453.5444157625864,128.53132250580046,6.117093204698939,4.8561726295408265,0.9555114450274363,4.852030263919617,2014,453.5444157625864,2.6
487,17361,CZ004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,576616.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS0401,111,Plzen,M,Robbery,CZ,192.5024626441167,75.38449470519022,5.26010894660246,4.322601613352282,0.4700036292457356,4.394449154672439,2016,192.5024626441167,1.6
4119,130015,SE002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,28778.0,1632012.0,T:Total,Y15-24:From 15 to 24 years,21.4,ICCS0401,1553,Göteborg,M,Robbery,SE,951.586140297988,56.710403780665786,6.858130213692628,4.0379576820969705,3.0633909220278057,4.867534450455582,2015,951.586140297988,21.4
422,15540,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2647308.0,T:Total,Y15-24:From 15 to 24 years,3.4,ICCS0401,339,Praha,M,Robbery,CZ,128.05461245914717,231.7118599562363,4.852456832763277,5.445494616819041,1.2237754316221157,4.955827057601261,2018,128.05461245914717,3.4
2385,70882,ES_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,328476.0,11543291.0,T:Total,Y15-24:From 15 to 24 years,133.2,ICCS0401,7240,Non-metropolitan regions in Spain,N,Robbery,ES,627.2041482797237,35.14196166538803,6.441272082980722,3.559395905486207,4.891851758106289,4.394449154672439,2019,627.2041482797237,133.2
2567,77338,IE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",110.0,49879.0,2064985.0,T:Total,Y15-24:From 15 to 24 years,17.4,ICCS0401,291,Non-metropolitan regions in Ireland,N,Robbery,IE,140.92112049240066,41.399887728302495,4.948200304707397,3.72327816895084,2.856470206220483,4.700480365792417,2018,140.92112049240066,17.4
2460,73304,FI003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,10910.0,478582.0,T:Total,Y15-24:From 15 to 24 years,4.7,ICCS0401,131,Turku,M,Robbery,FI,273.725296814339,43.86636113657195,5.6121250371112215,3.781147765227088,1.547562508716013,4.624972813284271,2019,273.725296814339,4.7
2912,90052,IT022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",64.0,2467.0,590281.0,T:Total,Y15-24:From 15 to 24 years,8.1,ICCS0401,183,Taranto,M,Robbery,IT,310.02183705726594,239.27077421970003,5.736642737118475,5.477595857157863,2.091864061678393,4.158883083359672,2014,310.02183705726594,8.1
2908,89988,IT012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",109.0,3096.0,924742.0,T:Total,Y15-24:From 15 to 24 years,5.5,ICCS0401,242,Verona,M,Robbery,IT,261.6946132002224,298.6892764857881,5.567178225450434,5.6994038239609095,1.7047480922384253,4.691347882229144,2020,261.6946132002224,5.5
2241,67242,ES022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",78.0,4494.0,945189.0,T:Total,Y15-24:From 15 to 24 years,8.9,ICCS0401,406,Vigo,M,Robbery,ES,429.5437208854525,210.32242990654208,6.06272353108746,5.348641733733271,2.186051276738094,4.356708826689592,2016,429.5437208854525,8.9
2644,80916,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,1179.0,3107006.0,T:Total,Y15-24:From 15 to 24 years,55.5,ICCS0401,5626,Napoli,M,Robbery,IT,1810.746422761977,2635.2892281594573,7.501494427517486,7.876748218959219,4.0163830207523885,4.189654742026425,2017,1810.746422761977,55.5
1763,54884,EL002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",58.0,3683.0,1123676.0,T:Total,Y15-24:From 15 to 24 years,10.1,ICCS0401,402,Thessaloniki,M,Robbery,EL,357.75437047689906,305.0980179201738,5.879846634929092,5.720633095209138,2.312535423847214,4.060443010546419,2014,357.75437047689906,10.1
2114,64124,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,10391.0,636450.0,T:Total,Y15-24:From 15 to 24 years,8.7,ICCS0401,309,Pamplona/Iruña,M,Robbery,ES,485.50553853405614,61.25012029641036,6.185190695563439,4.114965813445934,2.163323025660538,4.718498871295094,2014,485.50553853405614,8.7
1917,59346,ES005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,17275.0,968049.0,T:Total,Y15-24:From 15 to 24 years,8.5,ICCS0401,974,Zaragoza,M,Robbery,ES,1006.1474160915408,56.03756874095514,6.913883876794525,4.026022336176413,2.1400661634962708,4.605170185988092,2019,1006.1474160915408,8.5
145,3973,AT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,63345.0,3824928.0,T:Total,Y15-24:From 15 to 24 years,22.5,ICCS0401,437,Non-metropolitan regions in Austria,N,Robbery,AT,114.25051661103164,60.382476912147766,4.738393551523668,4.100698945500043,3.1135153092103742,4.74493212836325,2015,114.25051661103164,22.5
3405,108193,NL005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1458.0,766818.0,T:Total,Y15-24:From 15 to 24 years,4.1,ICCS0401,385,Eindhoven,N,Robbery,NL,502.0748078422781,525.9382716049382,6.218749128195542,6.265183851487913,1.410986973710262,5.010635294096256,2018,502.0748078422781,4.1
2848,87916,IT010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,3574.0,1077270.0,T:Total,Y15-24:From 15 to 24 years,8.3,ICCS0401,618,Catania,M,Robbery,IT,573.6723384109832,301.4185786233912,6.352058394323695,5.708499925378896,2.1162555148025524,4.127134385045092,2019,573.6723384109832,8.3
484,17277,CZ004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,575123.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS0401,109,Plzen,M,Robbery,CZ,189.5246755911344,75.18930579160674,5.244519230246585,4.320009010624967,0.4700036292457356,4.394449154672439,2015,189.5246755911344,1.6
2133,64610,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",110.0,10391.0,649946.0,T:Total,Y15-24:From 15 to 24 years,4.2,ICCS0401,331,Pamplona/Iruña,M,Robbery,ES,509.2730780711013,62.54893657973246,6.232984371843673,4.135949235645017,1.4350845252893227,4.700480365792417,2019,509.2730780711013,4.2
2752,84556,IT007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,3514.0,1013348.0,T:Total,Y15-24:From 15 to 24 years,7.3,ICCS0401,577,Firenze,M,Robbery,IT,569.3996534260689,288.37450199203187,6.344582566178612,5.66425998954672,1.9878743481543453,4.867534450455582,2016,569.3996534260689,7.3
245,8501,BE004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,559.0,557130.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0401,890,Charleroi,M,Robbery,BE,1597.472762191948,996.654740608229,7.376178135835251,6.904404411700109,0.8754687373538999,4.248495242049359,2020,1597.472762191948,2.4
570,20300,DE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",206.0,5501.0,2883373.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,643,München,M,Robbery,DE,223.00271244823332,524.1543355753499,5.407183934831138,6.261786174495298,1.6094379124341005,5.327876168789581,2018,223.00271244823332,5.0
1610,49420,DE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,190394.0,25953248.0,T:Total,Y15-24:From 15 to 24 years,69.6,ICCS0401,6787,Non-metropolitan regions in Germany,N,Robbery,DE,261.50869440310515,136.3133712196813,5.566467531147699,4.914956435282506,4.242764567340374,4.6443908991413725,2018,261.50869440310515,69.6
3459,109372,NL008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",103.0,1504.0,625976.0,T:Total,Y15-24:From 15 to 24 years,5.9,ICCS0401,235,Enschede,N,Robbery,NL,375.413753881938,416.2074468085106,5.92802876141929,6.031183806179358,1.7749523509116738,4.634728988229636,2015,375.413753881938,5.9
2756,84724,IT007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3514.0,1014423.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,579,Firenze,M,Robbery,IT,570.7678157928201,288.68042117245307,6.346982499627633,5.665320267162594,1.4816045409242156,4.852030263919617,2017,570.7678157928201,4.4
3246,102438,LV001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",94.0,10444.0,1005237.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,398,Riga,M,Robbery,LV,395.9265327479987,96.25019149751051,5.981228670679253,4.56695096275044,1.1631508098056809,4.543294782270004,2018,395.9265327479987,3.2
4256,133753,SI_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,15769.0,1204612.0,T:Total,Y15-24:From 15 to 24 years,6.7,ICCS0401,67,Non-metropolitan regions in Slovenia,N,Robbery,SI,55.619568790614736,76.39114718751982,4.0185350960000505,4.335866814949602,1.9021075263969205,4.276666119016055,2016,55.619568790614736,6.7
4076,128429,RO_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,186683.0,12152176.0,T:Total,Y15-24:From 15 to 24 years,92.5,ICCS0401,1463,Non-metropolitan regions in Romania,N,Robbery,RO,120.38996143571325,65.09524702302834,4.790736152618893,4.1758515361501845,4.52720864451838,3.737669618283368,2016,120.38996143571325,92.5
3220,101295,LU001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",283.0,2595.0,549680.0,T:Total,Y15-24:From 15 to 24 years,3.5,ICCS0401,615,Luxembourg,M,Robbery,LU,1118.8327754329794,211.8227360308285,7.020041256065834,5.355749774104969,1.252762968495368,5.645446897643238,2014,1118.8327754329794,3.5
3008,93292,IT501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,3266.0,636653.0,T:Total,Y15-24:From 15 to 24 years,10.7,ICCS0401,126,Messina,M,Robbery,IT,197.9100074923074,194.93355786895285,5.287812419760033,5.272658771625309,2.3702437414678603,4.127134385045092,2017,197.9100074923074,10.7
3788,120253,PT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,2041.0,1719702.0,T:Total,Y15-24:From 15 to 24 years,14.3,ICCS0401,1766,Porto,M,Robbery,PT,1026.9221062719005,842.578147966683,6.934321361163019,6.736466415155316,2.660259537265861,4.31748811353631,2018,1026.9221062719005,14.3
2265,67793,ES025M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",78.0,2034.0,904713.0,T:Total,Y15-24:From 15 to 24 years,16.2,ICCS0401,736,Santa Cruz de Tenerife,M,Robbery,ES,813.517656980722,444.7949852507375,6.701367631378334,6.097613468706311,2.785011242238338,4.356708826689592,2015,813.517656980722,16.2
2207,66434,ES021M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",68.0,5817.0,1850624.0,T:Total,Y15-24:From 15 to 24 years,34.3,ICCS0401,2157,Alicante/Alacant - Elche/Elx,M,Robbery,ES,1165.552808133905,318.1406223139075,7.060950766873571,5.762493493569098,3.535145354171894,4.219507705176107,2014,1165.552808133905,34.3
2555,77002,IE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",239.0,7815.0,2140750.0,T:Total,Y15-24:From 15 to 24 years,19.5,ICCS0401,1105,Dublin,M,Robbery,IE,516.1742380007007,273.9283429302623,6.246444379027689,5.612866550032861,2.970414465569701,5.476463551931511,2020,516.1742380007007,19.5
3432,108823,NL006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,933.0,483183.0,T:Total,Y15-24:From 15 to 24 years,3.7,ICCS0401,178,Tilburg,N,Robbery,NL,368.39044420023055,517.8810289389068,5.909143365391728,6.249745542017288,1.308332819650179,4.727387818712341,2020,368.39044420023055,3.7
2543,76666,IE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",208.0,6988.0,2018898.0,T:Total,Y15-24:From 15 to 24 years,19.7,ICCS0401,1570,Dublin,M,Robbery,IE,777.6519665678999,288.90927303949627,6.65627908034727,5.6661127047054105,2.9806186357439426,5.337538079701318,2016,777.6519665678999,19.7
3180,99736,LT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,8086.0,563112.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,192,Kaunas,M,Robbery,LT,340.962366278822,69.64036606480336,5.831772108374389,4.24334437141695,1.1631508098056809,4.418840607796598,2018,340.962366278822,3.2
2048,62524,ES010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3640.0,907197.0,T:Total,Y15-24:From 15 to 24 years,10.0,ICCS0401,972,Palma de Mallorca,M,Robbery,ES,1071.4321145241884,249.22994505494503,6.976751457352863,5.518375944441064,2.302585092994046,4.624972813284271,2018,1071.4321145241884,10.0
3080,95764,IT505M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",118.0,2291.0,534258.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0401,225,Reggio nell Emilia,M,Robbery,IT,421.1448401334187,233.19860323003056,6.042976812836428,5.451890464878771,1.589235205116581,4.770684624465665,2014,421.1448401334187,4.9
3534,111280,NL_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",106.0,16578.0,4923781.0,T:Total,Y15-24:From 15 to 24 years,26.7,ICCS0401,1047,Non-metropolitan regions in Netherlands,N,Robbery,NL,212.64146394813253,297.00693690433104,5.359607479573161,5.693755495110178,3.284663565406204,4.663439094112067,2018,212.64146394813253,26.7
2976,92172,IT029M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,4786.0,1264105.0,T:Total,Y15-24:From 15 to 24 years,12.4,ICCS0401,471,Brescia,M,Robbery,IT,372.5956309009141,264.12557459256163,5.920493732121589,5.576424651390784,2.517696472610991,4.74493212836325,2016,372.5956309009141,12.4
430,15764,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2709418.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,328,Praha,M,Robbery,CZ,121.0592090257022,237.14818380743984,4.796279756704399,5.468685193881614,1.3609765531356006,4.955827057601261,2020,121.0592090257022,3.9
2322,69216,ES501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,12648.0,917494.0,T:Total,Y15-24:From 15 to 24 years,16.9,ICCS0401,712,Granada,M,Robbery,ES,776.0268732002606,72.54063883617964,6.654187149996307,4.284146940490635,2.827313621929028,4.189654742026425,2016,776.0268732002606,16.9
69,2289,AT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS0401,223,Linz,M,Robbery,AT,282.34602961974446,179.33946412352407,5.643133374110093,5.189280457471729,1.3862943611198906,4.941642422609304,2017,282.34602961974446,4.0
2006,61492,ES009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",93.0,8110.0,528676.0,T:Total,Y15-24:From 15 to 24 years,5.7,ICCS0401,156,Valladolid,M,Robbery,ES,295.07675778737826,65.18816276202219,5.687235518384158,4.1772778997201945,1.7404661748405046,4.532599493153256,2014,295.07675778737826,5.7
